58,4,130,29,6,13,6,1,53,8,13,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38,0,20,248,-1
58,7,107,25,6,12,6,4,83,3,12,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,48,0,10,232,-1
43,6,68,22,5,8,5,1,27,2,8,0.8,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42,0,1,225,-1
60,7,119,54,6,10,6,3,95,21,10,1.1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,58,0,2,246,-1
52,6,102,52,5,8,6,5,52,23,8,0.9,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48,0,4,241,-1
40,6,125,53,6,11,6,2,90,11,11,0.7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36,0,4,274,-1
48,6,120,77,6,11,6,15,85,14,11,0.9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,47,0,1,280,-1
84,6,185,26,6,10,6,9,172,5,10,1.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,69,0,15,248,-1
28,4,38,17,6,10,6,0,13,0,10,0.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,0,2,220,-1
27,4,38,11,6,9,6,1,14,0,9,0.5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,0,5,218,-1
56,5,86,30,6,13,7,1,41,2,13,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50,0,6,234,-1
63,5,102,9,7,14,7,5,62,1,14,1.1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51,0,12,231,-1
47,4,90,17,6,14,6,0,49,1,14,0.8,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37,0,10,241,-1
48,6,81,13,5,8,5,11,40,1,8,0.9,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,44,0,4,216,-1
51,5,96,40,6,10,6,8,93,24,10,0.9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47,0,4,242,-1
43,5,66,24,6,10,6,5,35,9,10,0.8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34,0,9,228,-1
65,10,115,58,7,13,7,7,80,19,13,1.2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50,0,15,244,-1
51,3,90,21,6,9,6,6,51,1,9,0.9,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38,0,13,245,-1
72,7,111,34,7,14,7,5,81,12,14,1.3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,57,0,15,234,-1
94,3,316,8,6,10,6,0,134,0,10,1.6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,76,0,18,272,-1
65,6,121,26,6,10,6,5,74,8,10,1.1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50,0,15,240,-1
59,6,294,32,6,9,5,2,76,3,9,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49,0,10,310,-1
89,7,807,11,6,13,6,1,1104,2,13,1.6,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,66,0,23,408,-1
80,3,596,43,6,11,6,2,615,12,11,1.3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,64,0,16,388,-1
115,6,904,54,6,13,6,2,1458,19,13,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85,0,30,392,-1
59,6,135,26,6,12,6,11,75,2,12,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,48,0,11,253,-1
64,4,121,22,6,12,6,4,63,9,12,1.1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,54,0,10,236,-1
89,4,213,26,6,17,6,22,175,1,17,1.5,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,15,251,-1
81,8,129,44,6,18,6,8,74,5,18,1.4,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70,0,11,231,-1
61,6,187,30,6,18,6,4,277,2,18,1.1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53,0,8,260,-1
65,6,145,41,5,13,6,1,76,0,13,1.1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55,0,10,252,-1
50,7,159,27,6,14,6,24,155,17,14,0.9,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45,0,5,271,-1
60,4,155,26,6,15,6,3,151,1,15,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45,0,15,258,-1
90,7,449,66,6,16,6,20,281,2,16,1.6,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74,0,16,323,-1
58,6,126,74,6,13,6,3,54,43,13,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,0,21,259,-1
52,5,137,22,6,14,6,6,56,0,14,0.9,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40,0,12,254,-1
65,6,166,56,6,15,6,14,81,13,15,1.1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49,0,16,257,-1
66,6,142,13,6,14,6,13,81,1,14,1.2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50,0,16,232,-1
51,6,156,22,6,9,6,4,47,8,9,0.9,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,0,6,259,-1
66,9,172,83,6,9,6,7,171,35,9,1.2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55,0,11,262,-1
87,6,257,37,6,9,6,19,129,0,9,1.5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69,0,18,265,-1
71,6,180,28,7,15,7,18,152,0,15,1.2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54,0,17,258,-1
78,5,287,9,6,14,6,10,490,3,14,1.3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70,0,8,279,-1
50,4,103,16,7,14,7,7,63,9,14,0.9,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41,0,9,239,-1
58,5,148,27,7,15,7,1,66,8,15,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,51,0,7,251,-1
37,5,83,34,6,9,6,0,46,5,9,0.7,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,7,250,-1
56,9,119,65,6,12,6,1,85,5,12,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46,0,10,251,-1
85,6,355,46,6,14,6,1,265,25,14,1.5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70,0,15,300,-1
103,6,618,66,6,14,6,1,712,1,14,1.8,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,78,0,25,350,-1
89,5,413,24,6,14,7,3,407,2,14,1.5,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,72,0,17,309,-1
57,4,334,12,7,14,7,0,307,0,14,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36,0,21,335,-1
59,5,209,27,6,13,6,3,42,3,13,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50,0,9,284,-1
49,6,91,31,6,13,6,2,44,18,13,0.9,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,0,9,242,-1
78,6,162,59,7,14,7,6,71,36,14,1.4,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,63,0,15,265,-1
64,5,113,19,7,17,7,5,75,0,17,1.1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,18,240,-1
116,7,256,41,6,15,6,11,93,6,15,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,101,0,15,248,-1
82,5,146,23,6,10,6,20,98,0,10,1.4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,59,0,23,234,-1
70,6,93,25,6,13,6,4,94,3,13,1.2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,58,0,12,229,-1
74,8,111,26,7,14,7,0,96,7,14,1.3,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64,0,10,236,-1
57,6,126,35,7,13,6,4,84,1,13,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53,0,4,252,-1
57,6,140,11,7,14,7,1,101,3,14,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,46,0,11,253,-1
68,6,118,15,7,14,7,5,75,2,14,1.2,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64,0,4,235,-1
75,6,252,55,6,13,6,20,182,0,13,1.3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,73,0,2,283,-1
80,6,233,33,6,11,6,11,243,1,11,1.4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,64,0,16,264,-1
153,8,389,141,6,11,6,2,424,28,11,2.6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,139,0,14,275,-1
98,5,199,30,6,12,6,6,131,10,12,1.7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87,0,11,245,-1
37,6,65,33,6,13,6,0,28,5,13,0.7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,0,9,239,-1
55,5,150,8,6,10,6,10,50,0,10,100,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45,0,10,252,-1
71,6,186,15,6,10,6,3,108,1,10,1.2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64,0,7,248,-1
60,8,135,26,7,14,7,6,95,1,14,1.1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,57,0,3,246,-1
